user_id,timestamp,call_duration_mins,data_usage_mb,complaint_flag,churn_label
USER_2297,2026-02-26 07:43:25.320087,21.21,2194.49,0,0
USER_3435,2026-03-11 02:35:25.320087,42.23,2013.54,0,0
USER_1600,2026-02-17 06:00:25.320087,80.51,1953.18,0,1
USER_3363,2026-02-26 12:40:25.320087,21.51,4546.98,0,0
USER_3061,2026-02-18 03:27:25.320087,84.79,3889.82,0,0
USER_1241,2026-02-11 04:17:25.320087,1.77,946.28,0,0
USER_3041,2026-03-04 06:41:25.320087,44.35,1601.61,0,0
USER_3824,2026-02-20 06:18:25.320087,56.18,4241.05,0,0
USER_4417,2026-03-02 03:48:25.320087,11.99,3754.02,0,0
USER_3612,2026-03-01 12:57:25.320087,82.25,527.39,0,0
USER_3945,2026-02-16 08:48:25.320087,12.78,2045.93,0,0
USER_2363,2026-03-02 13:35:25.320087,11.25,2458.61,0,0
USER_3139,2026-03-11 02:01:25.320087,44.47,,0,0
USER_2390,2026-03-11 15:10:25.320087,88.73,4265.6,0,0
USER_4003,2026-03-01 10:43:25.320087,115.66,763.56,0,1
USER_2478,2026-02-14 17:25:25.320087,93.23,2932.38,0,0
USER_4499,2026-03-09 23:31:25.320087,56.19,4716.3,0,0
USER_3556,2026-02-20 23:01:25.320087,33.08,393.1,0,0
USER_1775,2026-02-13 05:40:25.320087,36.52,1799.15,0,0
USER_1034,2026-02-24 21:23:25.320087,34.4,1693.41,0,0
USER_3253,2026-02-24 14:51:25.320087,33.76,865.72,0,0
USER_4152,2026-03-02 16:28:25.320087,8.76,4893.98,0,0
USER_2955,2026-02-20 06:10:25.320087,26.84,3542.66,0,1
USER_2585,2026-02-25 10:28:25.320087,13.4,3423.34,0,0
USER_4943,2026-03-06 10:34:25.320087,1.38,254.44,0,0
USER_4459,2026-03-11 08:28:25.320087,34.63,,0,0
USER_4073,2026-03-04 10:36:25.320087,42.59,3112.86,0,0
USER_2021,2026-03-10 14:18:25.320087,,2437.42,0,1
USER_4461,2026-02-11 00:09:25.320087,119.38,,0,0
USER_3613,2026-03-10 23:12:25.320087,69.74,4138.86,0,0
USER_2129,2026-02-16 03:52:25.320087,108.17,,0,1
USER_4843,2026-03-10 00:47:25.320087,74.38,4719.23,0,0
USER_4893,2026-03-08 00:20:25.320087,,2772.39,0,0
USER_2500,2026-03-01 10:43:25.320087,5.6,4267.21,0,0
USER_1702,2026-03-11 21:46:25.320087,,4917.07,0,0
USER_3449,2026-02-26 23:24:25.320087,,2558.59,0,1
USER_3777,2026-02-14 15:33:25.320087,18.43,82.73,0,0
USER_2579,2026-03-04 00:40:25.320087,9.69,1639.18,0,0
USER_1161,2026-02-27 09:17:25.320087,23.76,2692.73,0,0
USER_1201,2026-02-15 20:07:25.320087,62.55,3405.48,0,0
USER_2981,2026-02-24 07:54:25.320087,60.63,2964.72,0,0
USER_1995,2026-03-09 08:52:25.320087,41.63,3243.13,0,0
USER_3317,2026-03-09 10:48:25.320087,80.08,3615.8,0,1
USER_4934,2026-03-11 22:22:25.320087,47.33,2487.96,1,0
USER_1815,2026-02-25 00:58:25.320087,26.82,4141.95,0,0
USER_4342,2026-02-26 18:08:25.320087,83.21,,0,0
USER_1455,2026-02-26 16:17:25.320087,117.63,3881.51,0,1
USER_4533,2026-03-11 08:27:25.320087,97.38,3308.42,0,0
USER_4798,2026-02-24 07:00:25.320087,49.98,549.05,0,0
USER_2275,2026-03-06 13:48:25.320087,45.39,783.61,0,0
USER_2016,2026-02-27 14:56:25.320087,5.12,857.36,0,0
USER_4773,2026-02-27 17:46:25.320087,79.02,253.58,0,0
USER_3343,2026-03-10 17:37:25.320087,,1101.46,0,0
USER_4796,2026-02-10 20:18:25.320087,82.18,2804.57,0,0
USER_3767,2026-02-24 12:28:25.320087,91.34,308.82,1,0
USER_4820,2026-03-01 10:50:25.320087,,1424.87,0,0
USER_1337,2026-03-12 01:53:25.320087,66.02,3119.4,0,0
USER_1878,2026-03-04 20:08:25.320087,99.68,1007.52,0,0
USER_2076,2026-02-12 10:12:25.320087,86.92,995.89,0,0
USER_1791,2026-03-10 11:06:25.320087,42.68,4137.01,0,0
USER_4993,2026-03-06 07:24:25.320087,13.22,2750.75,0,0
USER_3264,2026-02-17 06:54:25.320087,29.44,,0,0
USER_1763,2026-02-22 07:21:25.320087,101.43,2748.5,0,0
USER_3235,2026-03-02 16:57:25.320087,64.36,2146.27,0,1
USER_1379,2026-02-25 21:12:25.320087,80.03,4755.07,0,0
USER_1492,2026-02-17 15:52:25.320087,96.83,1014.84,0,1
USER_4112,2026-03-02 18:21:25.320087,80.21,3324.95,0,0
USER_2180,2026-02-10 17:14:25.320087,102.8,4566.23,0,0
USER_3062,2026-02-10 15:23:25.320087,10.82,3610.79,0,0
USER_4884,2026-02-26 11:40:25.320087,,1942.7,0,1
USER_1064,2026-02-22 10:45:25.320087,97.61,3734.44,0,0
USER_4928,2026-03-03 01:00:25.320087,108.41,1169.3,0,0
USER_4910,2026-03-03 00:10:25.320087,87.84,3587.76,0,0
USER_3568,2026-02-10 15:21:25.320087,33.29,3934.64,0,1
USER_2367,2026-02-13 14:23:25.320087,14.11,1885.83,0,0
USER_2152,2026-02-13 07:37:25.320087,15.99,2779.46,0,0
USER_3027,2026-02-11 15:53:25.320087,60.12,2826.71,0,0
USER_3695,2026-03-09 17:45:25.320087,47.22,2784.69,0,0
USER_2495,2026-03-08 15:26:25.320087,78.68,1009.67,0,0
USER_4134,2026-02-26 06:48:25.320087,60.64,3160.67,0,0
USER_2162,2026-02-26 07:35:25.320087,,2037.38,0,0
USER_2522,2026-02-13 01:08:25.320087,0.77,675.85,0,0
USER_3640,2026-03-06 06:37:25.320087,15.83,287.03,0,0
USER_1391,2026-02-25 13:06:25.320087,18.04,4119.18,0,0
USER_2698,2026-02-26 08:28:25.320087,86.53,3798.02,0,0
USER_1418,2026-03-10 07:03:25.320087,34.59,4657.69,0,0
USER_3336,2026-02-12 06:02:25.320087,11.69,2395.03,0,0
USER_1378,2026-02-22 20:36:25.320087,90.77,3072.1,0,0
USER_2796,2026-03-08 16:04:25.320087,112.89,326.71,0,0
USER_4561,2026-03-07 00:50:25.320087,12.51,1512.06,0,0
USER_3278,2026-02-27 15:04:25.320087,115.59,3758.81,0,0
USER_4065,2026-02-11 05:33:25.320087,114.06,1387.59,0,0
USER_3088,2026-02-12 06:03:25.320087,63.01,570.11,0,1
USER_4099,2026-02-16 17:48:25.320087,35.84,319.81,0,0
USER_3182,2026-03-10 13:07:25.320087,17.0,2271.88,0,0
USER_1200,2026-02-15 03:16:25.320087,98.95,4375.34,0,0
USER_2863,2026-02-19 08:55:25.320087,72.77,1853.07,0,0
USER_1779,2026-03-03 19:43:25.320087,78.33,3338.22,0,0
USER_3977,2026-03-09 12:51:25.320087,103.37,2160.03,0,0
USER_4104,2026-02-17 07:48:25.320087,53.55,3933.13,0,0
USER_4119,2026-02-24 19:17:25.320087,44.49,4018.46,0,0
USER_1502,2026-03-01 20:04:25.320087,91.6,4733.48,0,0
USER_3454,2026-03-01 02:24:25.320087,36.02,1696.38,0,0
USER_4645,2026-03-05 05:21:25.320087,39.69,2361.42,0,1
USER_2751,2026-03-09 18:37:25.320087,46.04,3232.26,0,0
USER_1804,2026-03-04 01:31:25.320087,102.83,2509.4,0,0
USER_3146,2026-03-09 23:22:25.320087,93.6,428.84,0,0
USER_3731,2026-02-20 13:22:25.320087,35.32,3235.02,0,0
USER_2895,2026-03-11 12:15:25.320087,17.66,559.06,0,0
USER_3773,2026-02-20 02:36:25.320087,47.44,4205.11,0,0
USER_2570,2026-02-15 10:30:25.320087,,423.55,0,0
USER_1960,2026-03-07 07:33:25.320087,81.31,3908.75,1,1
USER_4810,2026-02-15 20:37:25.320087,24.45,763.75,1,0
USER_3660,2026-02-25 03:07:25.320087,30.3,3706.25,0,0
USER_2485,2026-03-08 16:02:25.320087,111.65,125.1,0,0
USER_3690,2026-02-20 21:22:25.320087,46.51,567.31,0,0
USER_4840,2026-02-14 11:00:25.320087,38.04,111.85,0,0
USER_2028,2026-03-01 23:39:25.320087,83.64,920.19,0,0
USER_4289,2026-02-14 09:31:25.320087,56.41,11.76,0,0
USER_1502,2026-03-10 02:25:25.320087,29.99,441.13,0,0
USER_3814,2026-02-26 17:29:25.320087,49.41,134.99,0,0
USER_1397,2026-03-09 05:33:25.320087,17.73,2177.61,0,0
USER_1870,2026-03-09 15:21:25.320087,33.91,794.42,0,0
USER_3842,2026-02-24 08:33:25.320087,50.51,1443.4,1,1
USER_1392,2026-02-18 16:09:25.320087,62.4,1321.97,0,0
USER_1206,2026-02-27 20:13:25.320087,89.13,4156.42,0,0
USER_2038,2026-03-05 03:41:25.320087,46.5,824.92,0,0
USER_2881,2026-02-24 01:51:25.320087,65.71,2499.95,0,0
USER_4625,2026-03-11 18:00:25.320087,114.15,355.07,0,0
USER_3939,2026-03-02 14:49:25.320087,98.29,2058.88,0,0
USER_2484,2026-02-20 19:16:25.320087,28.82,4022.64,0,1
USER_4762,2026-02-14 22:05:25.320087,26.01,2587.09,0,0
USER_4646,2026-02-26 07:10:25.320087,79.69,1300.49,0,0
USER_1863,2026-03-11 12:00:25.320087,71.64,2044.57,0,0
USER_3790,2026-02-20 17:24:25.320087,65.85,2783.67,0,1
USER_4312,2026-03-02 20:08:25.320087,18.92,4525.42,0,0
USER_1563,2026-03-09 19:55:25.320087,43.83,4191.05,0,0
USER_2020,2026-03-02 07:36:25.320087,91.24,4806.01,0,0
USER_1095,2026-02-24 18:41:25.320087,86.97,901.72,0,0
USER_2923,2026-02-26 21:54:25.320087,,999.11,0,0
USER_2757,2026-02-17 20:26:25.320087,51.51,510.46,0,0
USER_3532,2026-03-04 22:33:25.320087,53.4,2547.26,1,0
USER_4478,2026-02-15 01:24:25.320087,61.28,911.85,0,1
USER_3278,2026-02-17 01:09:25.320087,55.61,3446.25,0,1
USER_3796,2026-02-16 06:30:25.320087,60.46,4781.87,0,0
USER_2678,2026-02-12 02:15:25.320087,97.67,2843.88,0,0
USER_4242,2026-02-18 10:42:25.320087,47.04,3590.38,0,0
USER_1540,2026-02-12 15:59:25.320087,66.47,1008.33,0,0
USER_2059,2026-02-21 00:21:25.320087,73.01,4083.48,0,0
USER_3572,2026-02-14 04:51:25.320087,113.11,4283.35,0,0
USER_2183,2026-03-06 18:52:25.320087,78.74,4424.17,0,0
USER_4910,2026-03-08 01:10:25.320087,16.12,4329.55,0,0
USER_2722,2026-02-21 10:06:25.320087,70.1,1564.22,0,0
USER_4314,2026-03-10 13:33:25.320087,,2644.13,0,0
USER_4157,2026-03-09 12:41:25.320087,1.64,1553.33,0,0
USER_2819,2026-03-11 13:22:25.320087,9.5,4393.24,0,0
USER_3625,2026-02-13 02:59:25.320087,2.77,4542.94,0,0
USER_3729,2026-02-24 11:07:25.320087,6.27,3374.47,0,0
USER_3604,2026-02-21 07:53:25.320087,11.21,1107.68,0,0
USER_2597,2026-02-19 02:06:25.320087,114.96,573.15,0,0
USER_4060,2026-03-01 15:12:25.320087,25.2,,0,0
USER_3693,2026-03-02 06:21:25.320087,24.94,1787.57,0,0
USER_1795,2026-03-03 07:58:25.320087,102.96,3251.73,0,0
USER_2051,2026-03-04 08:02:25.320087,90.45,4086.63,0,0
USER_2643,2026-03-07 02:14:25.320087,81.26,3346.6,0,0
USER_4627,2026-03-04 18:07:25.320087,50.9,,0,0
USER_2363,2026-02-13 04:17:25.320087,4.23,2875.88,0,0
USER_4869,2026-02-15 18:21:25.320087,99.27,2805.61,0,1
USER_2981,2026-03-06 21:04:25.320087,103.37,3085.73,0,0
USER_2354,2026-03-03 18:33:25.320087,58.07,2672.39,0,0
USER_2663,2026-03-11 22:32:25.320087,77.56,3887.76,0,0
USER_2529,2026-03-05 02:46:25.320087,57.58,4689.82,0,0
USER_3038,2026-03-06 15:28:25.320087,35.89,4528.27,0,0
USER_4419,2026-03-01 22:44:25.320087,65.07,2475.54,0,0
USER_2496,2026-02-16 21:01:25.320087,82.79,4637.67,0,0
USER_4302,2026-02-26 03:11:25.320087,18.97,731.28,0,1
USER_3237,2026-03-02 02:24:25.320087,63.92,2782.12,0,0
USER_4296,2026-02-23 00:00:25.320087,93.23,2547.81,0,0
USER_2408,2026-03-05 01:04:25.320087,57.33,1064.59,0,0
USER_2400,2026-02-11 22:00:25.320087,19.25,4915.69,0,1
USER_2306,2026-02-14 04:02:25.320087,104.43,4792.93,0,0
USER_3680,2026-02-15 14:58:25.320087,81.03,18.97,0,0
USER_3675,2026-02-20 01:18:25.320087,76.09,2693.25,0,1
USER_1972,2026-02-12 02:36:25.320087,78.37,769.77,0,0
USER_2768,2026-03-09 00:11:25.320087,29.78,1705.01,0,0
USER_2282,2026-02-19 11:59:25.320087,59.33,1665.91,0,0
USER_4430,2026-03-06 14:38:25.320087,39.46,1728.02,0,1
USER_1709,2026-03-04 11:23:25.320087,100.11,2880.02,0,0
USER_2479,2026-02-22 23:21:25.320087,70.86,2577.25,0,0
USER_2434,2026-03-11 14:40:25.320087,86.22,2326.51,0,0
USER_1648,2026-03-04 00:34:25.320087,79.41,2615.45,0,0
USER_1317,2026-03-04 09:31:25.320087,58.3,2995.01,0,0
USER_4748,2026-02-25 18:08:25.320087,96.68,1268.65,0,1
USER_4296,2026-02-13 19:32:25.320087,74.04,4078.33,1,0
USER_4890,2026-03-03 22:46:25.320087,27.6,2765.99,0,0
USER_2257,2026-02-17 13:36:25.320087,35.24,1325.45,0,0
USER_1683,2026-03-11 01:50:25.320087,99.32,866.99,0,0
USER_1663,2026-03-11 20:37:25.320087,112.98,3831.07,0,0
USER_2998,2026-02-25 10:31:25.320087,65.99,2634.44,0,0
USER_4898,2026-02-27 22:40:25.320087,46.57,932.55,0,0
USER_4445,2026-02-22 15:54:25.320087,75.19,4193.46,0,0
USER_4743,2026-02-15 20:41:25.320087,58.28,3507.29,0,0
USER_2631,2026-02-12 22:03:25.320087,101.08,1643.06,1,0
USER_2495,2026-02-15 18:37:25.320087,100.04,1395.41,0,1
USER_4304,2026-03-06 19:00:25.320087,55.01,1109.12,0,0
USER_4763,2026-03-01 00:03:25.320087,96.65,366.49,0,0
USER_2136,2026-03-07 00:52:25.320087,23.56,4721.97,0,0
USER_2853,2026-02-13 23:28:25.320087,45.18,4786.45,0,1
USER_2520,2026-03-10 16:01:25.320087,10.01,,0,0
USER_3489,2026-02-21 08:41:25.320087,97.03,,0,0
USER_1563,2026-02-23 19:45:25.320087,117.04,1710.79,1,0
USER_2291,2026-02-12 09:07:25.320087,69.42,1806.41,0,0
USER_4581,2026-02-19 03:18:25.320087,92.1,,0,0
USER_4878,2026-02-24 05:58:25.320087,48.49,510.74,0,0
USER_4457,2026-02-26 03:08:25.320087,67.61,516.69,0,0
USER_4458,2026-03-05 22:43:25.320087,42.01,4693.61,0,0
USER_4184,2026-03-05 21:32:25.320087,83.77,3975.0,0,0
USER_2636,2026-03-07 21:19:25.320087,29.93,1173.59,1,0
USER_4696,2026-03-01 10:51:25.320087,18.81,3569.17,0,0
USER_3999,2026-03-02 02:21:25.320087,107.88,291.8,0,0
USER_4152,2026-02-23 04:33:25.320087,103.78,1274.23,0,0
USER_1698,2026-02-12 04:40:25.320087,100.28,3450.49,0,1
USER_3160,2026-03-01 13:17:25.320087,98.67,3126.11,0,0
USER_1001,2026-02-26 12:45:25.320087,87.68,3128.49,0,0
USER_1641,2026-02-25 10:44:25.320087,,1876.74,0,0
USER_3267,2026-02-25 08:53:25.320087,25.62,1618.65,0,0
USER_2589,2026-03-05 21:07:25.320087,104.51,1976.89,0,0
USER_1854,2026-03-04 14:29:25.320087,110.18,1437.78,0,0
USER_2759,2026-03-09 09:00:25.320087,86.06,434.06,0,0
USER_4296,2026-02-18 02:34:25.320087,72.12,1014.48,0,0
USER_3432,2026-02-27 17:23:25.320087,28.71,239.13,0,0
USER_4474,2026-03-03 15:05:25.320087,104.01,864.58,0,0
USER_2661,2026-02-11 04:00:25.320087,69.43,1427.1,0,1
USER_2153,2026-02-21 20:07:25.320087,73.47,1743.21,0,0
USER_2076,2026-03-09 04:37:25.320087,72.98,4700.64,0,0
USER_2707,2026-02-13 01:41:25.320087,104.08,4027.26,0,0
USER_3777,2026-03-10 05:30:25.320087,16.87,,0,0
USER_2695,2026-03-03 23:58:25.320087,,3296.54,0,0
USER_2733,2026-02-15 02:58:25.320087,27.27,870.75,0,0
USER_2439,2026-03-12 02:31:25.320087,59.27,2710.12,0,0
USER_3294,2026-03-01 23:39:25.320087,56.6,4016.88,0,0
USER_1835,2026-03-03 04:14:25.320087,61.69,794.77,0,0
USER_4510,2026-02-20 12:25:25.320087,14.16,3904.19,0,0
USER_1202,2026-02-12 03:11:25.320087,95.25,2236.08,0,0
USER_4255,2026-02-19 15:41:25.320087,,,0,0
USER_1122,2026-02-11 23:25:25.320087,109.63,264.11,0,0
USER_1400,2026-02-14 01:02:25.320087,100.88,4779.95,0,0
USER_1766,2026-02-19 22:38:25.320087,8.08,878.95,0,0
USER_1293,2026-03-01 11:25:25.320087,6.9,4042.11,0,0
USER_3327,2026-02-28 06:08:25.320087,75.66,2696.69,0,0
USER_4908,2026-03-06 11:51:25.320087,9.73,4603.88,0,0
USER_3931,2026-02-15 12:43:25.320087,68.83,4110.77,1,0
USER_4681,2026-02-15 08:59:25.320087,9.96,1217.71,0,0
USER_1197,2026-02-27 01:47:25.320087,57.78,4950.83,0,0
USER_4029,2026-02-21 22:21:25.320087,50.58,1961.75,0,0
USER_2930,2026-02-11 00:23:25.320087,71.12,4070.96,0,0
USER_4582,2026-02-23 02:00:25.320087,43.07,,0,0
USER_3799,2026-03-05 10:44:25.320087,17.24,1536.17,0,0
USER_3191,2026-02-14 17:38:25.320087,101.13,3732.19,0,0
USER_1608,2026-02-11 06:18:25.320087,36.27,870.91,0,1
USER_4272,2026-02-13 16:05:25.320087,8.56,2984.04,0,0
USER_2147,2026-02-16 19:08:25.320087,60.32,2072.31,0,1
USER_1186,2026-03-06 11:41:25.320087,105.38,1640.61,0,0
USER_4397,2026-02-23 22:12:25.320087,34.05,481.96,0,0
USER_3511,2026-02-14 08:29:25.320087,54.36,826.0,0,0
USER_4420,2026-03-05 18:24:25.320087,48.61,4718.43,0,0
USER_2794,2026-03-06 17:26:25.320087,6.28,3097.23,0,0
USER_1659,2026-02-22 15:48:25.320087,,773.12,0,0
USER_3811,2026-02-20 14:26:25.320087,91.19,,0,0
USER_4002,2026-02-23 03:40:25.320087,11.94,3676.0,0,0
USER_2955,2026-02-26 04:57:25.320087,,,0,0
USER_3450,2026-03-03 04:03:25.320087,1.76,3675.11,0,0
USER_2369,2026-03-07 10:12:25.320087,118.29,804.57,0,0
USER_2986,2026-02-10 20:17:25.320087,50.23,4626.42,0,0
USER_2534,2026-02-16 02:25:25.320087,111.68,2490.19,0,0
USER_1146,2026-03-04 12:19:25.320087,50.71,3479.63,0,0
USER_4219,2026-02-14 15:10:25.320087,12.9,1419.14,0,0
USER_3911,2026-02-19 14:00:25.320087,41.53,3184.16,0,0
USER_2734,2026-02-24 04:10:25.320087,,2641.55,0,0
USER_2843,2026-02-15 04:28:25.320087,21.61,1002.98,0,1
USER_1488,2026-03-08 04:45:25.320087,6.89,4493.87,0,0
USER_3976,2026-03-07 20:49:25.320087,38.32,3189.27,0,1
USER_2959,2026-03-11 06:33:25.320087,64.95,1677.68,0,0
USER_2663,2026-02-28 11:01:25.320087,31.01,3043.77,0,0
USER_3598,2026-02-28 17:08:25.320087,,4343.57,0,0
USER_3385,2026-02-28 16:49:25.320087,58.03,2777.68,0,0
USER_3919,2026-02-20 10:04:25.320087,16.07,2098.41,0,1
USER_1640,2026-02-26 12:25:25.320087,49.91,3237.33,0,0
USER_2802,2026-02-16 03:27:25.320087,85.07,1706.81,0,0
USER_3520,2026-03-07 18:51:25.320087,58.71,2759.95,0,0
USER_2969,2026-02-16 16:34:25.320087,40.08,2143.83,0,0
USER_3198,2026-02-25 23:45:25.320087,13.2,1131.63,0,0
USER_2438,2026-03-03 14:56:25.320087,55.42,877.87,0,0
USER_4369,2026-02-17 14:57:25.320087,12.14,2430.76,0,0
USER_2634,2026-02-18 13:36:25.320087,,1117.41,0,0
USER_1262,2026-02-11 11:42:25.320087,14.39,3020.57,0,0
USER_2787,2026-02-10 13:39:25.320087,81.3,4569.22,0,0
USER_3191,2026-02-24 12:56:25.320087,92.83,2291.67,0,0
USER_3393,2026-03-06 20:38:25.320087,29.6,4377.78,0,0
USER_1623,2026-03-11 00:46:25.320087,9.43,4673.95,0,0
USER_2016,2026-02-15 12:51:25.320087,41.97,,0,1
USER_4643,2026-03-01 05:49:25.320087,67.48,2925.41,0,0
USER_1880,2026-03-08 11:27:25.320087,92.27,3517.99,0,0
USER_3049,2026-03-05 19:28:25.320087,48.65,707.47,0,0
USER_3944,2026-02-15 04:11:25.320087,,3052.54,0,0
USER_2327,2026-03-03 03:34:25.320087,109.05,2797.55,0,1
USER_3301,2026-02-11 07:42:25.320087,54.24,1143.64,0,0
USER_4723,2026-03-01 09:13:25.320087,53.94,3524.47,0,0
USER_1452,2026-02-22 23:57:25.320087,49.49,4011.1,0,0
USER_4108,2026-02-18 23:38:25.320087,43.9,1135.27,0,0
USER_2183,2026-03-10 20:51:25.320087,87.55,158.46,0,0
USER_4062,2026-03-03 03:52:25.320087,34.17,2611.52,0,1
USER_3056,2026-03-07 09:54:25.320087,45.76,876.31,0,0
USER_4304,2026-02-27 08:18:25.320087,34.23,165.17,0,0
USER_4170,2026-02-12 17:13:25.320087,,2093.6,0,0
USER_2682,2026-03-04 05:29:25.320087,,2804.93,0,0
USER_3863,2026-02-17 07:37:25.320087,47.14,3765.03,0,0
USER_3255,2026-03-10 15:14:25.320087,116.2,1828.96,0,0
USER_2154,2026-03-09 01:27:25.320087,78.97,1073.2,0,0
USER_1403,2026-02-22 04:52:25.320087,95.56,1646.44,0,0
USER_3199,2026-02-25 19:31:25.320087,40.29,2508.61,0,0
USER_3101,2026-02-27 19:14:25.320087,27.32,3360.35,0,0
USER_4191,2026-02-28 16:16:25.320087,69.43,3184.29,0,0
USER_2696,2026-02-14 06:17:25.320087,118.89,,0,0
USER_4991,2026-03-08 15:04:25.320087,85.37,1284.82,0,0
USER_1627,2026-03-04 05:19:25.320087,81.95,2815.35,1,0
USER_1586,2026-02-27 08:52:25.320087,54.29,3446.67,0,0
USER_2648,2026-02-28 09:54:25.320087,105.6,4473.7,0,1
USER_2443,2026-02-15 17:47:25.320087,83.79,23.9,0,0
USER_2445,2026-02-23 08:03:25.320087,81.15,2921.49,0,0
USER_1103,2026-02-22 09:13:25.320087,35.46,,0,0
USER_4923,2026-03-05 20:35:25.320087,114.95,1073.15,0,0
USER_1253,2026-03-02 04:18:25.320087,30.42,2801.96,0,1
USER_4298,2026-02-14 21:59:25.320087,63.08,3720.58,0,0
USER_4183,2026-02-12 11:38:25.320087,41.08,4160.21,0,0
USER_3557,2026-02-15 17:05:25.320087,,3296.67,0,0
USER_2496,2026-02-14 04:14:25.320087,17.72,4876.06,0,0
USER_1098,2026-03-05 15:24:25.320087,35.5,,0,0
USER_3200,2026-02-27 02:27:25.320087,82.83,1978.56,0,0
USER_2884,2026-03-02 13:23:25.320087,116.99,,0,0
